fecha,region,temperatura,precipitacion,indice_economico,competencia_promo
2022-03-10,Norte,34.9,0.25,103.6,True
2022-03-11,Norte,31.8,0.0,103.4,False
2022-03-12,Norte,28.6,0.02,102.1,False
2022-03-13,Norte,29.1,0.04,101.9,False
2022-03-14,Norte,29.8,0.04,101.7,False
2022-03-15,Norte,34.1,0.02,101.2,False
2022-03-16,Norte,33.1,0.11,101.4,True
2022-03-17,Norte,34.8,0.06,101.6,True
2022-03-18,Norte,31.4,0.22,100.6,False
2022-03-19,Norte,33.2,0.04,100.9,False
2022-03-20,Norte,34.7,0.07,100.6,False
2022-03-21,Norte,31.9,0.0,101.1,False
2022-03-22,Norte,34.2,0.11,100.7,False
2022-03-23,Norte,30.9,0.03,100.9,False
2022-03-24,Norte,31.8,0.18,101.1,False
2022-03-25,Norte,31.8,0.34,101.5,True
2022-03-26,Norte,29.3,0.0,101.9,False
2022-03-27,Norte,34.4,0.0,102.0,False
2022-03-28,Norte,31.6,0.05,101.6,False
2022-03-29,Norte,33.0,0.08,101.2,False
2022-03-30,Norte,34.4,0.13,101.2,False
2022-03-31,Norte,34.3,0.05,101.5,False
2022-04-01,Norte,35.0,0.06,101.6,False
2022-04-02,Norte,32.7,0.0,102.2,False
2022-04-03,Norte,31.7,0.05,102.4,False
2022-04-04,Norte,32.8,0.34,102.3,True
2022-04-05,Norte,27.9,0.01,102.5,False
2022-04-06,Norte,28.6,0.01,103.0,True
2022-04-07,Norte,29.0,0.0,103.4,False
2022-04-08,Norte,30.0,0.03,104.7,False
2022-04-09,Norte,34.1,0.17,104.7,False
2022-04-10,Norte,30.2,0.04,104.9,False
2022-04-11,Norte,31.8,0.02,105.5,False
2022-04-12,Norte,36.8,0.02,105.7,False
2022-04-13,Norte,31.8,0.1,105.7,False
2022-04-14,Norte,35.1,0.02,105.2,False
2022-04-15,Norte,30.0,0.06,105.2,False
2022-04-16,Norte,32.2,0.11,104.9,False
2022-04-17,Norte,29.9,0.13,104.2,False
2022-04-18,Norte,31.7,0.05,104.0,False
2022-04-19,Norte,35.2,0.0,103.6,False
2022-04-20,Norte,27.5,0.0,104.0,False
2022-04-21,Norte,33.9,0.05,104.4,False
2022-04-22,Norte,33.3,0.06,104.0,False
2022-04-23,Norte,30.7,0.03,104.0,False
2022-04-24,Norte,28.1,0.42,103.1,False
2022-04-25,Norte,32.6,0.14,102.9,False
2022-04-26,Norte,30.8,0.01,103.0,False
2022-04-27,Norte,33.0,0.01,103.4,False
2022-04-28,Norte,32.3,0.06,103.0,False
2022-04-29,Norte,37.0,0.16,103.5,False
2022-04-30,Norte,31.4,0.0,102.6,False
2022-05-01,Norte,29.0,0.16,101.9,False
2022-05-02,Norte,32.5,0.11,102.1,False
2022-05-03,Norte,32.6,0.17,102.7,False
2022-05-04,Norte,35.9,0.17,102.8,False
2022-05-05,Norte,34.3,0.14,102.6,True
2022-05-06,Norte,32.8,0.09,101.2,False
2022-05-07,Norte,36.0,0.21,100.0,False
2022-05-08,Norte,28.0,0.1,99.8,False
2022-05-09,Norte,29.5,0.0,99.3,False
2022-05-10,Norte,28.6,0.08,98.5,False
2022-05-11,Norte,30.1,0.14,98.2,False
2022-05-12,Norte,27.1,0.03,98.0,False
2022-05-13,Norte,33.0,0.43,98.1,True
2022-05-14,Norte,30.4,0.16,97.9,False
2022-05-15,Norte,26.5,0.02,98.2,False
2022-05-16,Norte,27.8,0.13,97.8,False
2022-05-17,Norte,31.7,0.0,97.4,False
2022-05-18,Norte,33.2,0.01,97.6,False
2022-05-19,Norte,36.5,0.06,96.8,False
2022-05-20,Norte,39.2,0.03,97.8,False
2022-05-21,Norte,31.6,0.02,97.7,True
2022-05-22,Norte,27.3,0.03,97.5,False
2022-05-23,Norte,23.8,0.0,97.5,False
2022-05-24,Norte,30.8,0.07,98.1,False
2022-05-25,Norte,27.5,0.0,98.2,False
2022-05-26,Norte,28.6,0.02,97.1,False
2022-05-27,Norte,27.9,0.18,97.5,False
2022-05-28,Norte,29.2,0.06,97.1,False
2022-05-29,Norte,32.7,0.12,96.9,False
2022-05-30,Norte,29.8,0.06,96.0,False
2022-05-31,Norte,28.8,0.03,96.0,False
2022-06-01,Norte,26.0,0.14,95.5,True
2022-06-02,Norte,24.0,0.0,95.3,True
2022-06-03,Norte,27.4,0.1,95.0,False
2022-06-04,Norte,28.6,0.19,95.9,False
2022-06-05,Norte,34.0,0.26,96.7,False
2022-06-06,Norte,28.9,0.13,96.7,False
2022-06-07,Norte,31.4,0.0,96.6,True
2022-06-08,Norte,26.8,0.16,96.4,False
2022-06-09,Norte,24.6,0.03,96.9,True
2022-06-10,Norte,25.1,0.04,96.7,False
2022-06-11,Norte,25.7,0.13,96.5,False
2022-06-12,Norte,34.2,0.04,97.1,False
2022-06-13,Norte,25.2,0.04,96.8,False
2022-06-14,Norte,30.0,0.21,96.9,False
2022-06-15,Norte,24.7,0.17,96.2,False
2022-06-16,Norte,30.1,0.04,96.7,False
2022-06-17,Norte,28.3,0.06,97.8,False
2022-06-18,Norte,26.5,0.0,98.4,True
2022-06-19,Norte,26.7,0.01,99.3,True
2022-06-20,Norte,24.8,0.13,99.1,True
2022-06-21,Norte,27.9,0.02,99.4,False
2022-06-22,Norte,25.1,0.2,99.2,False
2022-06-23,Norte,22.6,0.0,99.4,True
2022-06-24,Norte,22.3,0.02,100.0,False
2022-06-25,Norte,26.6,0.0,100.4,False
2022-06-26,Norte,30.6,0.0,100.0,False
2022-06-27,Norte,26.3,0.04,99.6,False
2022-06-28,Norte,25.3,0.15,99.3,False
2022-06-29,Norte,26.4,0.0,99.8,True
2022-06-30,Norte,29.3,0.13,101.2,False
2022-07-01,Norte,25.9,0.22,102.2,False
2022-07-02,Norte,23.9,0.04,101.6,False
2022-07-03,Norte,28.3,0.13,102.7,False
2022-07-04,Norte,26.1,0.0,103.5,False
2022-07-05,Norte,29.3,0.01,103.1,False
2022-07-06,Norte,25.1,0.03,103.2,False
2022-07-07,Norte,20.7,0.06,104.1,False
2022-07-08,Norte,20.2,0.12,104.7,True
2022-07-09,Norte,29.1,0.17,104.4,True
2022-07-10,Norte,29.2,0.05,105.0,False
2022-07-11,Norte,23.3,0.07,104.2,True
2022-07-12,Norte,22.6,0.4,104.4,True
2022-07-13,Norte,28.0,0.0,105.2,True
2022-07-14,Norte,20.1,0.05,105.5,True
2022-07-15,Norte,20.6,0.17,105.5,True
2022-07-16,Norte,25.1,0.55,106.1,False
2022-07-17,Norte,21.9,0.05,106.8,True
2022-07-18,Norte,22.9,0.11,107.7,False
2022-07-19,Norte,22.3,0.25,108.2,False
2022-07-20,Norte,23.7,0.04,108.9,False
2022-07-21,Norte,26.7,0.06,109.4,False
2022-07-22,Norte,22.7,0.08,109.6,False
2022-07-23,Norte,24.2,0.09,109.7,False
2022-07-24,Norte,16.0,0.0,109.7,False
2022-07-25,Norte,21.9,0.12,109.1,False
2022-07-26,Norte,19.3,0.05,108.6,False
2022-07-27,Norte,18.1,0.26,108.4,False
2022-07-28,Norte,19.0,0.06,108.5,False
2022-07-29,Norte,20.5,0.03,109.2,False
2022-07-30,Norte,24.1,0.1,109.1,False
2022-07-31,Norte,17.3,0.18,109.4,False
2022-08-01,Norte,21.2,0.0,109.8,False
2022-08-02,Norte,19.6,0.09,109.6,False
2022-08-03,Norte,19.9,0.04,109.7,False
2022-08-04,Norte,23.8,0.0,109.4,False
2022-08-05,Norte,22.3,0.03,109.8,False
2022-08-06,Norte,24.6,0.12,109.9,False
2022-08-07,Norte,20.0,0.14,109.0,False
2022-08-08,Norte,18.2,0.03,108.8,False
2022-08-09,Norte,19.5,0.1,109.4,True
2022-08-10,Norte,20.8,0.06,109.0,False
2022-08-11,Norte,20.5,0.09,108.9,True
2022-08-12,Norte,16.6,0.0,108.9,True
2022-08-13,Norte,20.0,0.02,108.0,False
2022-08-14,Norte,20.4,0.02,107.9,False
2022-08-15,Norte,27.1,0.0,106.9,False
2022-08-16,Norte,25.1,0.0,106.3,False
2022-08-17,Norte,16.8,0.06,106.5,False
2022-08-18,Norte,18.4,0.06,106.3,False
2022-08-19,Norte,14.8,0.01,105.8,False
2022-08-20,Norte,17.3,0.29,105.7,False
2022-08-21,Norte,19.9,0.04,105.3,False
2022-08-22,Norte,22.5,0.08,105.0,False
2022-08-23,Norte,16.6,0.2,105.0,False
2022-08-24,Norte,16.8,0.0,104.3,True
2022-08-25,Norte,12.2,0.08,104.0,False
2022-08-26,Norte,18.1,0.05,103.6,False
2022-08-27,Norte,15.3,0.17,102.5,False
2022-08-28,Norte,16.8,0.0,101.8,False
2022-08-29,Norte,15.7,0.0,102.3,True
2022-08-30,Norte,18.0,0.0,102.3,False
2022-08-31,Norte,12.9,0.27,101.4,False
2022-09-01,Norte,13.7,0.01,100.5,False
2022-09-02,Norte,24.4,0.1,100.2,False
2022-09-03,Norte,14.1,0.04,100.9,False
2022-09-04,Norte,14.6,0.33,100.6,False
2022-09-05,Norte,23.4,0.02,101.2,False
2022-09-06,Norte,26.5,0.27,101.3,False
2022-09-07,Norte,14.2,0.41,101.5,False
2022-09-08,Norte,16.6,0.03,100.7,False
2022-09-09,Norte,18.6,0.01,101.2,False
2022-09-10,Norte,22.7,0.11,101.0,False
2022-09-11,Norte,14.6,0.03,101.5,True
2022-09-12,Norte,16.7,0.04,101.2,True
2022-09-13,Norte,19.8,0.14,101.3,True
2022-09-14,Norte,18.7,0.21,101.6,False
2022-09-15,Norte,16.2,0.0,101.6,False
2022-09-16,Norte,16.9,0.16,102.0,False
2022-09-17,Norte,13.1,0.0,102.0,False
2022-09-18,Norte,16.5,0.0,101.9,True
2022-09-19,Norte,16.4,0.01,102.9,True
2022-09-20,Norte,17.9,0.01,103.7,False
2022-09-21,Norte,15.5,0.03,103.5,False
2022-09-22,Norte,18.5,0.07,104.1,False
2022-09-23,Norte,20.1,0.02,104.0,True
2022-09-24,Norte,17.5,0.26,103.7,True
2022-09-25,Norte,18.1,0.0,104.5,False
2022-09-26,Norte,17.2,0.21,103.9,False
2022-09-27,Norte,17.0,0.25,104.7,False
2022-09-28,Norte,14.9,0.06,104.9,False
2022-09-29,Norte,18.0,0.22,105.1,False
2022-09-30,Norte,16.7,0.17,105.7,False
2022-10-01,Norte,23.3,0.05,106.3,False
2022-10-02,Norte,21.7,0.17,106.3,True
2022-10-03,Norte,18.2,0.12,107.0,False
2022-10-04,Norte,14.7,0.03,107.4,False
2022-10-05,Norte,13.7,0.37,107.1,False
2022-10-06,Norte,20.6,0.1,107.3,False
2022-10-07,Norte,17.8,0.0,108.3,False
2022-10-08,Norte,18.5,0.06,109.5,False
2022-10-09,Norte,11.8,0.11,110.2,False
2022-10-10,Norte,19.9,0.03,109.9,False
2022-10-11,Norte,18.5,0.04,110.4,False
2022-10-12,Norte,13.8,0.14,111.1,False
2022-10-13,Norte,15.7,0.2,111.7,False
2022-10-14,Norte,18.0,0.0,112.3,False
2022-10-15,Norte,17.4,0.07,112.7,False
2022-10-16,Norte,16.4,0.0,112.9,True
2022-10-17,Norte,17.0,0.02,112.8,True
2022-10-18,Norte,16.5,0.02,112.0,True
2022-10-19,Norte,17.8,0.33,112.3,True
2022-10-20,Norte,21.8,0.04,112.5,True
2022-10-21,Norte,10.0,0.04,112.9,True
2022-10-22,Norte,16.8,0.27,112.3,True
2022-10-23,Norte,18.0,0.08,112.7,False
2022-10-24,Norte,18.5,0.04,113.8,False
2022-10-25,Norte,16.5,0.0,113.8,False
2022-10-26,Norte,12.4,0.01,113.8,False
2022-10-27,Norte,18.7,0.02,113.9,False
2022-10-28,Norte,23.0,0.03,114.8,False
2022-10-29,Norte,13.2,0.06,114.2,False
2022-10-30,Norte,20.5,0.0,114.2,False
2022-10-31,Norte,17.0,0.03,113.7,False
2022-11-01,Norte,17.9,0.09,113.3,True
2022-11-02,Norte,15.0,0.06,113.1,True
2022-11-03,Norte,17.2,0.18,113.5,False
2022-11-04,Norte,22.2,0.08,114.2,True
2022-11-05,Norte,20.1,0.07,114.2,False
2022-11-06,Norte,23.6,0.05,113.8,False
2022-11-07,Norte,22.0,0.0,114.8,False
2022-11-08,Norte,19.9,0.04,114.3,False
2022-11-09,Norte,23.9,0.0,113.7,False
2022-11-10,Norte,20.1,0.09,112.5,False
2022-11-11,Norte,21.3,0.04,112.9,False
2022-11-12,Norte,18.0,0.04,113.0,False
2022-11-13,Norte,19.2,0.32,113.9,False
2022-11-14,Norte,17.0,0.12,112.9,False
2022-11-15,Norte,22.2,0.05,113.3,True
2022-11-16,Norte,15.8,0.11,113.0,False
2022-11-17,Norte,21.7,0.18,113.0,False
2022-11-18,Norte,18.9,0.4,111.9,False
2022-11-19,Norte,23.1,0.08,112.3,False
2022-11-20,Norte,21.9,0.01,112.3,False
2022-11-21,Norte,25.2,0.0,112.0,False
2022-11-22,Norte,22.1,0.01,112.0,False
2022-11-23,Norte,15.3,0.34,111.3,False
2022-11-24,Norte,19.9,0.02,110.7,False
2022-11-25,Norte,16.7,0.0,110.1,False
2022-11-26,Norte,18.8,0.23,108.9,False
2022-11-27,Norte,25.0,0.06,109.1,False
2022-11-28,Norte,22.5,0.0,109.4,True
2022-11-29,Norte,18.6,0.0,108.9,False
2022-11-30,Norte,17.7,0.27,108.8,False
2022-12-01,Norte,21.0,0.09,108.5,False
2022-12-02,Norte,17.4,0.06,108.5,False
2022-12-03,Norte,19.1,0.01,108.0,False
2022-12-04,Norte,22.2,0.29,107.4,False
2022-12-05,Norte,24.9,0.03,107.8,False
2022-12-06,Norte,23.3,0.28,107.7,False
2022-12-07,Norte,14.8,0.0,108.6,False
2022-12-08,Norte,22.7,0.2,108.6,False
2022-12-09,Norte,22.1,0.06,108.1,False
2022-12-10,Norte,23.3,0.0,108.8,False
2022-12-11,Norte,27.0,0.18,109.1,False
2022-12-12,Norte,16.1,0.01,109.5,False
2022-12-13,Norte,20.6,0.01,110.2,False
2022-12-14,Norte,24.3,0.04,109.9,False
2022-12-15,Norte,17.9,0.35,110.0,False
2022-12-16,Norte,27.2,0.09,110.1,False
2022-12-17,Norte,24.0,0.0,109.6,False
2022-12-18,Norte,25.6,0.18,109.6,False
2022-12-19,Norte,21.5,0.0,110.5,True
2022-12-20,Norte,25.8,0.0,110.8,True
2022-12-21,Norte,26.7,0.0,110.4,True
2022-12-22,Norte,24.3,0.08,109.9,True
2022-12-23,Norte,24.4,0.0,111.0,False
2022-12-24,Norte,24.7,0.05,111.2,False
2022-12-25,Norte,21.4,0.08,111.2,False
2022-12-26,Norte,23.7,0.1,111.4,False
2022-12-27,Norte,23.8,0.05,110.9,False
2022-12-28,Norte,25.6,0.17,112.0,False
2022-12-29,Norte,27.6,0.24,112.1,True
2022-12-30,Norte,21.5,0.02,113.1,True
2022-12-31,Norte,24.5,0.18,113.5,True
2023-01-01,Norte,29.4,0.0,114.6,True
2023-01-02,Norte,22.9,0.02,115.0,False
2023-01-03,Norte,22.8,0.08,115.8,False
2023-01-04,Norte,26.0,0.19,116.5,False
2023-01-05,Norte,28.0,0.37,117.1,True
2023-01-06,Norte,25.7,0.1,117.6,True
2023-01-07,Norte,29.8,0.01,117.8,False
2023-01-08,Norte,28.5,0.15,119.1,False
2023-01-09,Norte,28.6,0.02,119.0,False
2023-01-10,Norte,27.9,0.03,119.3,True
2023-01-11,Norte,33.3,0.01,119.5,False
2023-01-12,Norte,25.9,0.0,120.0,False
2023-01-13,Norte,20.6,0.04,120.0,False
2023-01-14,Norte,31.6,0.0,120.4,False
2023-01-15,Norte,25.5,0.13,120.6,False
2023-01-16,Norte,27.3,0.04,120.0,False
2023-01-17,Norte,31.1,0.04,120.1,True
2023-01-18,Norte,22.5,0.07,119.7,True
2023-01-19,Norte,23.7,0.0,119.0,True
2023-01-20,Norte,22.7,0.01,119.2,False
2023-01-21,Norte,25.3,0.04,119.5,False
2023-01-22,Norte,29.1,0.03,119.8,False
2023-01-23,Norte,29.5,0.13,120.1,False
2023-01-24,Norte,28.9,0.0,119.2,False
2023-01-25,Norte,23.9,0.03,118.5,False
2023-01-26,Norte,21.4,0.2,119.4,False
2023-01-27,Norte,28.6,0.08,118.9,False
2023-01-28,Norte,27.1,0.3,119.1,False
2023-01-29,Norte,30.1,0.15,118.6,False
2023-01-30,Norte,30.9,0.23,118.6,False
2023-01-31,Norte,29.3,0.32,118.1,False
2023-02-01,Norte,31.3,0.05,118.2,True
2023-02-02,Norte,29.8,0.11,118.1,False
2023-02-03,Norte,30.9,0.02,117.7,False
2023-02-04,Norte,27.3,0.0,116.9,False
2023-02-05,Norte,29.0,0.02,116.8,False
2023-02-06,Norte,30.2,0.06,115.9,False
2023-02-07,Norte,32.2,0.12,115.9,True
2023-02-08,Norte,28.7,0.08,116.9,True
2023-02-09,Norte,31.5,0.0,117.3,False
2023-02-10,Norte,29.3,0.02,117.3,False
2023-02-11,Norte,29.8,0.12,117.0,False
2023-02-12,Norte,32.8,0.1,115.7,False
2023-02-13,Norte,24.4,0.03,114.7,False
2023-02-14,Norte,26.6,0.04,115.0,False
2023-02-15,Norte,26.1,0.15,114.2,False
2023-02-16,Norte,23.7,0.07,113.5,False
2023-02-17,Norte,28.7,0.09,113.1,False
2023-02-18,Norte,33.1,0.06,112.2,False
2023-02-19,Norte,30.1,0.0,111.3,False
2023-02-20,Norte,31.6,0.22,110.9,False
2023-02-21,Norte,34.4,0.34,110.1,False
2023-02-22,Norte,35.2,0.11,109.5,False
2023-02-23,Norte,31.1,0.05,108.8,False
2023-02-24,Norte,35.4,0.02,108.7,False
2023-02-25,Norte,31.7,0.0,108.3,False
2023-02-26,Norte,29.0,0.31,108.0,False
2023-02-27,Norte,29.8,0.14,108.0,False
2023-02-28,Norte,27.3,0.0,107.7,True
2023-03-01,Norte,29.1,0.1,107.3,False
2023-03-02,Norte,30.8,0.0,107.4,False
2023-03-03,Norte,34.3,0.0,107.5,True
2023-03-04,Norte,37.1,0.0,107.3,True
2023-03-05,Norte,27.9,0.09,107.2,False
2023-03-06,Norte,33.3,0.16,106.7,False
2023-03-07,Norte,29.1,0.46,106.1,False
2023-03-08,Norte,33.7,0.14,106.4,False
2023-03-09,Norte,31.9,0.0,106.6,False
2023-03-10,Norte,26.9,0.12,106.8,False
2023-03-11,Norte,35.2,0.04,106.9,False
2023-03-12,Norte,30.6,0.11,107.0,False
2023-03-13,Norte,30.9,0.2,107.4,False
2023-03-14,Norte,29.3,0.03,107.9,False
2023-03-15,Norte,30.6,0.27,108.4,False
2023-03-16,Norte,33.9,0.0,108.5,False
2023-03-17,Norte,32.1,0.05,109.3,False
2023-03-18,Norte,33.7,0.02,109.6,False
2023-03-19,Norte,33.8,0.01,110.1,False
2023-03-20,Norte,36.7,0.0,110.4,False
2023-03-21,Norte,31.8,0.03,110.8,False
2023-03-22,Norte,28.4,0.07,110.6,False
2023-03-23,Norte,36.1,0.1,111.2,False
2023-03-24,Norte,31.9,0.0,112.9,False
2023-03-25,Norte,36.3,0.03,113.0,False
2023-03-26,Norte,34.1,0.03,113.3,False
2023-03-27,Norte,32.6,0.0,113.4,False
2023-03-28,Norte,34.0,0.07,113.5,False
2023-03-29,Norte,38.8,0.04,114.6,False
2023-03-30,Norte,39.2,0.17,114.6,False
2023-03-31,Norte,33.2,0.07,114.7,False
2023-04-01,Norte,33.5,0.05,114.2,False
2023-04-02,Norte,36.2,0.03,114.2,False
2023-04-03,Norte,30.5,0.14,113.7,True
2023-04-04,Norte,34.0,0.05,114.3,True
2023-04-05,Norte,32.9,0.05,116.1,True
2023-04-06,Norte,33.9,0.33,116.2,False
2023-04-07,Norte,30.5,0.01,115.7,False
2023-04-08,Norte,28.2,0.0,116.5,False
2023-04-09,Norte,26.7,0.09,116.5,False
2023-04-10,Norte,29.6,0.14,117.4,False
2023-04-11,Norte,31.5,0.13,117.6,False
2023-04-12,Norte,32.0,0.03,117.5,False
2023-04-13,Norte,38.7,0.0,117.7,False
2023-04-14,Norte,36.2,0.11,118.3,False
2023-04-15,Norte,29.9,0.09,118.5,False
2023-04-16,Norte,33.8,0.01,118.4,False
2023-04-17,Norte,31.5,0.07,118.5,False
2023-04-18,Norte,31.9,0.02,118.1,False
2023-04-19,Norte,33.2,0.01,118.4,False
2023-04-20,Norte,34.5,0.09,117.7,False
2023-04-21,Norte,31.6,0.11,117.6,False
2023-04-22,Norte,35.7,0.1,118.0,False
2023-04-23,Norte,29.1,0.04,118.2,False
2023-04-24,Norte,32.5,0.09,118.6,False
2023-04-25,Norte,40.0,0.06,118.6,False
2023-04-26,Norte,33.0,0.07,119.2,False
2023-04-27,Norte,36.6,0.13,119.6,True
2023-04-28,Norte,32.5,0.09,119.8,True
2023-04-29,Norte,33.9,0.1,120.2,False
2023-04-30,Norte,32.0,0.16,120.4,True
2023-05-01,Norte,31.6,0.05,120.1,False
2023-05-02,Norte,29.7,0.07,119.3,False
2023-05-03,Norte,33.2,0.0,119.3,True
2023-05-04,Norte,29.3,0.18,119.4,False
2023-05-05,Norte,33.8,0.0,119.8,False
2023-05-06,Norte,35.0,0.15,119.1,False
2023-05-07,Norte,32.7,0.03,118.4,False
2023-05-08,Norte,30.7,0.04,118.4,False
2023-05-09,Norte,32.8,0.06,118.1,False
2023-05-10,Norte,30.5,0.0,116.8,False
2023-05-11,Norte,34.1,0.22,116.7,False
2023-05-12,Norte,25.7,0.2,115.5,False
2023-05-13,Norte,30.1,0.31,114.7,False
2023-05-14,Norte,25.1,0.0,115.1,False
2023-05-15,Norte,26.5,0.11,115.6,False
2023-05-16,Norte,35.0,0.04,114.7,False
2023-05-17,Norte,33.5,0.0,114.2,False
2023-05-18,Norte,28.5,0.0,113.9,False
2023-05-19,Norte,26.1,0.02,114.4,False
2023-05-20,Norte,21.6,0.03,113.8,False
2023-05-21,Norte,28.7,0.0,113.2,True
2023-05-22,Norte,37.5,0.02,113.7,True
2023-05-23,Norte,31.5,0.01,113.2,False
2023-05-24,Norte,28.4,0.01,113.2,False
2023-05-25,Norte,31.4,0.11,112.1,False
2023-05-26,Norte,25.2,0.04,111.8,False
2023-05-27,Norte,28.8,0.04,110.6,False
2023-05-28,Norte,29.9,0.08,109.8,False
2023-05-29,Norte,29.3,0.01,110.0,False
2023-05-30,Norte,31.8,0.01,109.7,False
2023-05-31,Norte,30.3,0.25,109.3,False
2023-06-01,Norte,31.2,0.21,108.8,False
2023-06-02,Norte,27.0,0.08,108.5,False
2023-06-03,Norte,31.6,0.25,108.4,False
2023-06-04,Norte,33.7,0.01,108.8,False
2023-06-05,Norte,25.8,0.08,107.3,True
2023-06-06,Norte,25.9,0.0,106.8,False
2023-06-07,Norte,32.5,0.19,106.8,False
2023-06-08,Norte,27.7,0.09,106.7,False
2023-06-09,Norte,32.4,0.08,106.9,False
2023-06-10,Norte,26.7,0.03,107.0,False
2023-06-11,Norte,32.3,0.0,106.8,False
2023-06-12,Norte,28.2,0.01,106.6,False
2023-06-13,Norte,28.5,0.2,106.5,False
2023-06-14,Norte,32.2,0.07,107.2,False
2023-06-15,Norte,26.3,0.01,106.9,False
2023-06-16,Norte,24.5,0.04,107.0,False
2023-06-17,Norte,25.8,0.06,107.3,False
2023-06-18,Norte,28.4,0.0,108.2,False
2023-06-19,Norte,22.2,0.11,108.3,False
2023-06-20,Norte,28.7,0.16,108.9,False
2023-06-21,Norte,25.0,0.46,109.8,False
2023-06-22,Norte,29.9,0.14,110.0,False
2023-06-23,Norte,19.2,0.01,110.2,False
2023-06-24,Norte,23.9,0.12,110.3,False
2023-06-25,Norte,21.0,0.15,110.4,False
2023-06-26,Norte,23.5,0.04,111.2,False
2023-06-27,Norte,26.6,0.02,111.6,False
2023-06-28,Norte,25.1,0.08,112.0,False
2023-06-29,Norte,24.8,0.0,111.8,False
2023-06-30,Norte,24.9,0.15,111.6,True
2023-07-01,Norte,25.9,0.2,113.1,True
2023-07-02,Norte,22.1,0.15,113.3,False
2023-07-03,Norte,27.1,0.04,113.3,True
2023-07-04,Norte,26.8,0.1,114.3,False
2023-07-05,Norte,25.9,0.29,114.8,False
2023-07-06,Norte,26.2,0.04,115.4,False
2023-07-07,Norte,25.3,0.0,115.7,False
2023-07-08,Norte,30.4,0.76,115.9,False
2023-07-09,Norte,23.9,0.05,116.1,False
2023-07-10,Norte,23.1,0.46,115.7,False
2023-07-11,Norte,21.6,0.0,116.0,False
